"local_authority_name","hour","count_date","cars_and_taxis","buses_and_coaches","lgvs"
"Croydon","13:00:00","2019-05-13",626,16,166
"Haringey","13:00:00","2019-05-13",21,0,8
"Hillingdon","13:00:00","2019-05-13",78,0,20
"Hounslow","13:00:00","2019-05-13",18,0,2
"Kensington and Chelsea","13:00:00","2019-05-13",288,2,60
"Kingston upon Thames","13:00:00","2019-05-13",1136,19,252
"Redbridge","13:00:00","2019-05-13",1228,10,433
"Bromley","14:00:00","2019-05-13",92,0,8
"Camden","14:00:00","2019-05-13",931,16,210
"Croydon","14:00:00","2019-05-13",674,20,150
"Haringey","14:00:00","2019-05-13",33,0,9
"Hillingdon","14:00:00","2019-05-13",103,0,19
"Hounslow","14:00:00","2019-05-13",27,0,2
"Kensington and Chelsea","14:00:00","2019-05-13",283,2,42
"Kingston upon Thames","14:00:00","2019-05-13",1180,18,230
"Redbridge","14:00:00","2019-05-13",1400,3,474
"Bromley","15:00:00","2019-05-13",179,0,11
"Camden","15:00:00","2019-05-13",1156,17,213
"Croydon","15:00:00","2019-05-13",934,16,183
"Haringey","15:00:00","2019-05-13",40,0,9
"Hillingdon","15:00:00","2019-05-13",126,1,17
"Hounslow","15:00:00","2019-05-13",30,1,4
"Kensington and Chelsea","15:00:00","2019-05-13",379,2,58
"Kingston upon Thames","15:00:00","2019-05-13",1139,22,242
"Redbridge","15:00:00","2019-05-13",1594,8,580
"Bromley","16:00:00","2019-05-13",218,0,19
"Camden","16:00:00","2019-05-13",1087,20,202
"Croydon","16:00:00","2019-05-13",787,17,187
"Haringey","16:00:00","2019-05-13",32,0,5
"Hillingdon","16:00:00","2019-05-13",112,0,15
"Hounslow","16:00:00","2019-05-13",29,0,1
"Kensington and Chelsea","16:00:00","2019-05-13",392,1,50
"Kingston upon Thames","16:00:00","2019-05-13",1235,17,229
"Redbridge","16:00:00","2019-05-13",2072,11,613
"Bromley","17:00:00","2019-05-13",242,0,18
"Camden","17:00:00","2019-05-13",1130,21,185
"Croydon","17:00:00","2019-05-13",939,12,136
"Haringey","17:00:00","2019-05-13",36,0,7
"Hillingdon","17:00:00","2019-05-13",117,0,17
"Hounslow","17:00:00","2019-05-13",30,0,2
"Kensington and Chelsea","17:00:00","2019-05-13",359,3,31
"Kingston upon Thames","17:00:00","2019-05-13",1287,23,188
"Redbridge","17:00:00","2019-05-13",2391,7,482
"Bromley","18:00:00","2019-05-13",209,0,13
"Camden","18:00:00","2019-05-13",1074,17,106
"Croydon","18:00:00","2019-05-13",929,18,100
"Haringey","18:00:00","2019-05-13",22,0,2
"Hillingdon","18:00:00","2019-05-13",102,0,24
"Hounslow","18:00:00","2019-05-13",24,0,4
"Kensington and Chelsea","18:00:00","2019-05-13",269,1,25
"Kingston upon Thames","18:00:00","2019-05-13",1399,21,129
"Redbridge","18:00:00","2019-05-13",2113,6,250
"Barnet","07:00:00","2019-05-14",187,2,44
"Camden","07:00:00","2019-05-14",114,123,125
"Croydon","07:00:00","2019-05-14",22,0,3
"Greenwich","07:00:00","2019-05-14",576,97,164
"Hillingdon","07:00:00","2019-05-14",7,0,2
"Newham","07:00:00","2019-05-14",13,0,0
"Tower Hamlets","07:00:00","2019-05-14",61,0,20
"Westminster","07:00:00","2019-05-14",196,1,66
"Barnet","08:00:00","2019-05-14",322,0,45
"Camden","08:00:00","2019-05-14",121,119,122
"Croydon","08:00:00","2019-05-14",26,1,2
"Greenwich","08:00:00","2019-05-14",631,104,151
"Hillingdon","08:00:00","2019-05-14",12,0,2
"Newham","08:00:00","2019-05-14",37,0,3
"Tower Hamlets","08:00:00","2019-05-14",118,2,37
"Westminster","08:00:00","2019-05-14",260,1,55
"Barnet","09:00:00","2019-05-14",219,0,35
"Camden","09:00:00","2019-05-14",143,112,112
"Croydon","09:00:00","2019-05-14",17,0,3
"Greenwich","09:00:00","2019-05-14",534,112,130
"Hillingdon","09:00:00","2019-05-14",7,0,3
"Newham","09:00:00","2019-05-14",16,0,0
"Tower Hamlets","09:00:00","2019-05-14",115,1,33
"Westminster","09:00:00","2019-05-14",198,1,64
"Barnet","10:00:00","2019-05-14",237,0,34
"Camden","10:00:00","2019-05-14",119,106,108
"Croydon","10:00:00","2019-05-14",16,0,4
"Greenwich","10:00:00","2019-05-14",469,95,115
"Hillingdon","10:00:00","2019-05-14",7,0,0
"Newham","10:00:00","2019-05-14",6,0,2
"Tower Hamlets","10:00:00","2019-05-14",90,0,35
"Westminster","10:00:00","2019-05-14",173,0,68
"Barnet","11:00:00","2019-05-14",237,0,56
"Camden","11:00:00","2019-05-14",118,101,105
"Croydon","11:00:00","2019-05-14",12,0,4
"Greenwich","11:00:00","2019-05-14",470,108,92
"Hillingdon","11:00:00","2019-05-14",8,0,0
"Newham","11:00:00","2019-05-14",7,0,5
"Tower Hamlets","11:00:00","2019-05-14",87,0,33
"Westminster","11:00:00","2019-05-14",175,0,61
"Barnet","12:00:00","2019-05-14",247,0,46
"Camden","12:00:00","2019-05-14",112,93,110
"Croydon","12:00:00","2019-05-14",13,0,1
"Greenwich","12:00:00","2019-05-14",469,110,112
"Hillingdon","12:00:00","2019-05-14",9,0,0
"Newham","12:00:00","2019-05-14",19,0,1
"Tower Hamlets","12:00:00","2019-05-14",95,0,33
"Westminster","12:00:00","2019-05-14",183,1,51
"Barnet","13:00:00","2019-05-14",202,0,32
"Camden","13:00:00","2019-05-14",155,117,94
"Croydon","13:00:00","2019-05-14",19,0,7
"Greenwich","13:00:00","2019-05-14",450,91,87
"Hillingdon","13:00:00","2019-05-14",8,0,1
"Newham","13:00:00","2019-05-14",13,0,2
"Tower Hamlets","13:00:00","2019-05-14",106,0,36
"Westminster","13:00:00","2019-05-14",158,0,59
"Barnet","14:00:00","2019-05-14",241,0,49
"Camden","14:00:00","2019-05-14",150,112,97
"Croydon","14:00:00","2019-05-14",21,0,0
"Greenwich","14:00:00","2019-05-14",527,97,142
"Hillingdon","14:00:00","2019-05-14",9,0,0
"Newham","14:00:00","2019-05-14",15,0,2
"Tower Hamlets","14:00:00","2019-05-14",111,0,24
"Westminster","14:00:00","2019-05-14",202,1,52
"Barnet","15:00:00","2019-05-14",192,0,24
"Camden","15:00:00","2019-05-14",184,109,80
"Croydon","15:00:00","2019-05-14",43,0,4
"Greenwich","15:00:00","2019-05-14",612,98,154
"Hillingdon","15:00:00","2019-05-14",11,0,3
"Newham","15:00:00","2019-05-14",46,0,1
"Tower Hamlets","15:00:00","2019-05-14",120,0,27
"Westminster","15:00:00","2019-05-14",266,0,46
"Barnet","16:00:00","2019-05-14",219,1,43
"Camden","16:00:00","2019-05-14",171,96,62
"Croydon","16:00:00","2019-05-14",33,1,3
"Greenwich","16:00:00","2019-05-14",699,118,97
"Hillingdon","16:00:00","2019-05-14",13,0,4
"Newham","16:00:00","2019-05-14",28,0,4
"Tower Hamlets","16:00:00","2019-05-14",122,1,30
"Westminster","16:00:00","2019-05-14",251,0,61
"Barnet","17:00:00","2019-05-14",273,3,36
"Camden","17:00:00","2019-05-14",236,97,64
"Croydon","17:00:00","2019-05-14",32,0,3
"Greenwich","17:00:00","2019-05-14",793,114,94
"Hillingdon","17:00:00","2019-05-14",13,0,2
"Newham","17:00:00","2019-05-14",37,0,2
"Tower Hamlets","17:00:00","2019-05-14",123,2,19
"Westminster","17:00:00","2019-05-14",215,0,40
"Barnet","18:00:00","2019-05-14",295,0,29
"Camden","18:00:00","2019-05-14",343,108,38
"Croydon","18:00:00","2019-05-14",17,0,1
"Greenwich","18:00:00","2019-05-14",737,104,52
"Hillingdon","18:00:00","2019-05-14",10,0,0
"Newham","18:00:00","2019-05-14",38,0,1
"Tower Hamlets","18:00:00","2019-05-14",128,0,10
"Westminster","18:00:00","2019-05-14",218,0,26
"Barnet","07:00:00","2019-05-15",81,0,11
"Brent","07:00:00","2019-05-15",623,43,231
"Enfield","07:00:00","2019-05-15",2371,24,744
"Greenwich","07:00:00","2019-05-15",438,7,94
"Hillingdon","07:00:00","2019-05-15",1545,11,222
"Lambeth","07:00:00","2019-05-15",19,0,0
"Newham","07:00:00","2019-05-15",145,21,31
"Redbridge","07:00:00","2019-05-15",48,4,11
"Barnet","08:00:00","2019-05-15",211,0,12
"Brent","08:00:00","2019-05-15",517,31,125
"Enfield","08:00:00","2019-05-15",2506,28,534
"Greenwich","08:00:00","2019-05-15",567,10,64
"Hillingdon","08:00:00","2019-05-15",1205,19,150
"Lambeth","08:00:00","2019-05-15",16,0,6
"Newham","08:00:00","2019-05-15",421,26,78
"Redbridge","08:00:00","2019-05-15",109,4,7
"Barnet","09:00:00","2019-05-15",49,0,9
"Brent","09:00:00","2019-05-15",517,37,172
"Enfield","09:00:00","2019-05-15",2251,30,633
"Greenwich","09:00:00","2019-05-15",286,3,65
"Hillingdon","09:00:00","2019-05-15",1229,11,181
"Lambeth","09:00:00","2019-05-15",7,0,0
"Newham","09:00:00","2019-05-15",243,22,56
"Redbridge","09:00:00","2019-05-15",59,5,6
"Barnet","10:00:00","2019-05-15",25,0,9
"Brent","10:00:00","2019-05-15",571,29,175
"Enfield","10:00:00","2019-05-15",2123,31,522
"Greenwich","10:00:00","2019-05-15",309,6,75
"Hillingdon","10:00:00","2019-05-15",948,2,216
"Lambeth","10:00:00","2019-05-15",12,0,4
"Newham","10:00:00","2019-05-15",147,22,28
"Redbridge","10:00:00","2019-05-15",39,4,8
"Barnet","11:00:00","2019-05-15",28,0,4
"Brent","11:00:00","2019-05-15",496,38,165
"Enfield","11:00:00","2019-05-15",2190,28,517
"Greenwich","11:00:00","2019-05-15",326,5,74
"Hillingdon","11:00:00","2019-05-15",809,4,194
"Lambeth","11:00:00","2019-05-15",8,0,6
"Newham","11:00:00","2019-05-15",169,20,43
"Redbridge","11:00:00","2019-05-15",49,4,18
"Barnet","12:00:00","2019-05-15",35,0,10
"Brent","12:00:00","2019-05-15",573,32,168
"Enfield","12:00:00","2019-05-15",2336,21,512
"Greenwich","12:00:00","2019-05-15",295,4,63
"Hillingdon","12:00:00","2019-05-15",937,6,218
"Lambeth","12:00:00","2019-05-15",6,0,4
"Newham","12:00:00","2019-05-15",201,20,33
"Redbridge","12:00:00","2019-05-15",37,4,4
"Barnet","13:00:00","2019-05-15",30,0,5
"Brent","13:00:00","2019-05-15",589,36,170
"Enfield","13:00:00","2019-05-15",2277,20,507
"Greenwich","13:00:00","2019-05-15",318,9,63
"Hillingdon","13:00:00","2019-05-15",1075,4,206
"Lambeth","13:00:00","2019-05-15",13,0,7
"Newham","13:00:00","2019-05-15",180,23,57
"Redbridge","13:00:00","2019-05-15",45,4,8
"Barnet","14:00:00","2019-05-15",46,0,4
"Brent","14:00:00","2019-05-15",551,31,128
"Enfield","14:00:00","2019-05-15",2588,34,507
"Greenwich","14:00:00","2019-05-15",375,9,95
"Hillingdon","14:00:00","2019-05-15",1117,14,215
"Lambeth","14:00:00","2019-05-15",9,0,4
"Newham","14:00:00","2019-05-15",230,20,40
"Redbridge","14:00:00","2019-05-15",50,2,4
"Barnet","15:00:00","2019-05-15",108,0,8
"Brent","15:00:00","2019-05-15",588,32,133
"Enfield","15:00:00","2019-05-15",2654,29,500
"Greenwich","15:00:00","2019-05-15",499,12,102
"Hillingdon","15:00:00","2019-05-15",1302,24,220
"Lambeth","15:00:00","2019-05-15",12,0,7
"Newham","15:00:00","2019-05-15",248,31,38
"Redbridge","15:00:00","2019-05-15",105,2,14
"Barnet","16:00:00","2019-05-15",76,0,7
"Brent","16:00:00","2019-05-15",787,39,145
"Enfield","16:00:00","2019-05-15",2843,28,575
"Greenwich","16:00:00","2019-05-15",436,2,116
"Hillingdon","16:00:00","2019-05-15",1274,16,193
"Lambeth","16:00:00","2019-05-15",15,0,5
"Newham","16:00:00","2019-05-15",310,23,41
"Redbridge","16:00:00","2019-05-15",68,4,6
"Barnet","17:00:00","2019-05-15",91,0,7
"Brent","17:00:00","2019-05-15",643,26,115
"Enfield","17:00:00","2019-05-15",2976,23,469
"Greenwich","17:00:00","2019-05-15",584,4,100
"Hillingdon","17:00:00","2019-05-15",1178,2,136
"Lambeth","17:00:00","2019-05-15",12,0,1
"Newham","17:00:00","2019-05-15",301,23,25
"Redbridge","17:00:00","2019-05-15",74,5,12
"Barnet","18:00:00","2019-05-15",73,0,6
"Brent","18:00:00","2019-05-15",957,35,114
"Enfield","18:00:00","2019-05-15",3030,21,360
"Greenwich","18:00:00","2019-05-15",502,7,55
"Hillingdon","18:00:00","2019-05-15",1212,3,108
"Lambeth","18:00:00","2019-05-15",18,0,6
"Newham","18:00:00","2019-05-15",280,25,28
"Redbridge","18:00:00","2019-05-15",79,4,20
"Barking and Dagenham","07:00:00","2019-05-16",675,14,122
"Barnet","07:00:00","2019-05-16",2828,50,933
"Bexley","07:00:00","2019-05-16",554,48,141
"Brent","07:00:00","2019-05-16",1076,88,278
"Bromley","07:00:00","2019-05-16",746,2,208
"Hillingdon","07:00:00","2019-05-16",26,0,6
"Southwark","07:00:00","2019-05-16",225,17,167
"Barking and Dagenham","08:00:00","2019-05-16",611,14,97
"Barnet","08:00:00","2019-05-16",2768,36,556
"Bexley","08:00:00","2019-05-16",685,50,93
"Brent","08:00:00","2019-05-16",1505,75,231
"Bromley","08:00:00","2019-05-16",819,2,166
"Hillingdon","08:00:00","2019-05-16",39,1,6
"Southwark","08:00:00","2019-05-16",264,26,174
"Barking and Dagenham","09:00:00","2019-05-16",490,15,94
"Barnet","09:00:00","2019-05-16",2694,41,633
"Bexley","09:00:00","2019-05-16",603,49,101
"Brent","09:00:00","2019-05-16",1147,81,251
"Bromley","09:00:00","2019-05-16",584,2,115
"Hillingdon","09:00:00","2019-05-16",25,0,6
"Southwark","09:00:00","2019-05-16",259,27,185
"Barking and Dagenham","10:00:00","2019-05-16",410,12,84
"Barnet","10:00:00","2019-05-16",2594,28,669
"Bexley","10:00:00","2019-05-16",641,56,114
"Brent","10:00:00","2019-05-16",1052,84,249
"Bromley","10:00:00","2019-05-16",391,2,79
"Hillingdon","10:00:00","2019-05-16",19,0,6
"Southwark","10:00:00","2019-05-16",284,24,185
"Barking and Dagenham","11:00:00","2019-05-16",421,16,92
"Barnet","11:00:00","2019-05-16",2774,32,725
"Bexley","11:00:00","2019-05-16",609,45,107
"Brent","11:00:00","2019-05-16",1117,71,236
"Bromley","11:00:00","2019-05-16",378,3,80
"Hillingdon","11:00:00","2019-05-16",26,0,2
"Southwark","11:00:00","2019-05-16",303,20,173
"Barking and Dagenham","12:00:00","2019-05-16",448,17,101
"Barnet","12:00:00","2019-05-16",2735,30,742
"Bexley","12:00:00","2019-05-16",717,49,91
"Brent","12:00:00","2019-05-16",1172,82,252
"Bromley","12:00:00","2019-05-16",454,1,99
"Hillingdon","12:00:00","2019-05-16",25,0,6
"Southwark","12:00:00","2019-05-16",300,19,180
"Barking and Dagenham","13:00:00","2019-05-16",423,15,98
"Barnet","13:00:00","2019-05-16",2707,32,755
"Bexley","13:00:00","2019-05-16",674,54,97
"Brent","13:00:00","2019-05-16",1330,72,229
"Bromley","13:00:00","2019-05-16",509,1,123
"Hillingdon","13:00:00","2019-05-16",17,0,7
"Southwark","13:00:00","2019-05-16",262,16,180
"Barking and Dagenham","14:00:00","2019-05-16",444,14,97
"Barnet","14:00:00","2019-05-16",3005,28,851
"Bexley","14:00:00","2019-05-16",692,57,110
"Brent","14:00:00","2019-05-16",1193,81,258
"Bromley","14:00:00","2019-05-16",516,2,155
"Hillingdon","14:00:00","2019-05-16",18,0,3
"Southwark","14:00:00","2019-05-16",297,22,182
"Barking and Dagenham","15:00:00","2019-05-16",503,14,95
"Barnet","15:00:00","2019-05-16",3109,39,853
"Bexley","15:00:00","2019-05-16",802,49,90
"Brent","15:00:00","2019-05-16",1453,75,289
"Bromley","15:00:00","2019-05-16",670,1,217
"Hillingdon","15:00:00","2019-05-16",32,0,6
"Southwark","15:00:00","2019-05-16",303,19,176
"Barking and Dagenham","16:00:00","2019-05-16",706,19,111
"Barnet","16:00:00","2019-05-16",3107,48,794
"Bexley","16:00:00","2019-05-16",726,50,97
"Brent","16:00:00","2019-05-16",1389,91,233
"Bromley","16:00:00","2019-05-16",872,0,278
"Hillingdon","16:00:00","2019-05-16",35,0,8
"Southwark","16:00:00","2019-05-16",339,23,185
"Barking and Dagenham","17:00:00","2019-05-16",750,15,111
"Barnet","17:00:00","2019-05-16",3377,44,693
"Bexley","17:00:00","2019-05-16",807,56,100
"Brent","17:00:00","2019-05-16",1575,75,277
"Bromley","17:00:00","2019-05-16",837,4,171
"Hillingdon","17:00:00","2019-05-16",43,0,2
"Southwark","17:00:00","2019-05-16",372,23,153
"Barking and Dagenham","18:00:00","2019-05-16",590,13,67
"Barnet","18:00:00","2019-05-16",3799,41,531
"Bexley","18:00:00","2019-05-16",826,54,78
"Brent","18:00:00","2019-05-16",1479,75,172
"Bromley","18:00:00","2019-05-16",591,1,57
"Hillingdon","18:00:00","2019-05-16",21,0,3
"Southwark","18:00:00","2019-05-16",511,21,89
"Barking and Dagenham","07:00:00","2019-05-17",154,2,60
"Barnet","07:00:00","2019-05-17",958,16,295
"Bromley","07:00:00","2019-05-17",86,0,16
"Croydon","07:00:00","2019-05-17",567,21,136
"Hillingdon","07:00:00","2019-05-17",256,0,36
"Kensington and Chelsea","07:00:00","2019-05-17",1369,35,581
"Kingston upon Thames","07:00:00","2019-05-17",65,3,8
"Lambeth","07:00:00","2019-05-17",196,1,68
"Tower Hamlets","07:00:00","2019-05-17",32,0,6
"Barking and Dagenham","08:00:00","2019-05-17",226,5,57
"Barnet","08:00:00","2019-05-17",1076,16,207
"Bromley","08:00:00","2019-05-17",164,0,27
"Croydon","08:00:00","2019-05-17",690,25,86
"Hillingdon","08:00:00","2019-05-17",521,0,41
"Kensington and Chelsea","08:00:00","2019-05-17",1414,53,530
"Kingston upon Thames","08:00:00","2019-05-17",163,5,6
"Lambeth","08:00:00","2019-05-17",254,0,37
"Tower Hamlets","08:00:00","2019-05-17",77,0,16
"Barking and Dagenham","09:00:00","2019-05-17",114,9,41
"Barnet","09:00:00","2019-05-17",860,14,214
"Bromley","09:00:00","2019-05-17",72,0,14
"Croydon","09:00:00","2019-05-17",602,15,87
"Hillingdon","09:00:00","2019-05-17",204,0,34
"Kensington and Chelsea","09:00:00","2019-05-17",1348,49,756
"Kingston upon Thames","09:00:00","2019-05-17",63,7,10
"Lambeth","09:00:00","2019-05-17",202,0,54
"Tower Hamlets","09:00:00","2019-05-17",41,1,16
"Barking and Dagenham","10:00:00","2019-05-17",86,3,45
"Barnet","10:00:00","2019-05-17",971,12,238
"Bromley","10:00:00","2019-05-17",74,0,18
"Croydon","10:00:00","2019-05-17",495,16,107
"Hillingdon","10:00:00","2019-05-17",133,0,25
"Kensington and Chelsea","10:00:00","2019-05-17",1491,38,574
"Kingston upon Thames","10:00:00","2019-05-17",50,4,10
"Lambeth","10:00:00","2019-05-17",161,1,52
"Tower Hamlets","10:00:00","2019-05-17",46,0,15
"Barking and Dagenham","11:00:00","2019-05-17",100,0,56
"Barnet","11:00:00","2019-05-17",935,11,218
"Bromley","11:00:00","2019-05-17",68,0,14
"Croydon","11:00:00","2019-05-17",599,19,125
"Hillingdon","11:00:00","2019-05-17",114,0,16
"Kensington and Chelsea","11:00:00","2019-05-17",1392,26,640
"Kingston upon Thames","11:00:00","2019-05-17",52,4,14
"Lambeth","11:00:00","2019-05-17",145,0,45
"Tower Hamlets","11:00:00","2019-05-17",50,0,19
"Barking and Dagenham","12:00:00","2019-05-17",91,0,57
"Barnet","12:00:00","2019-05-17",920,15,196
"Bromley","12:00:00","2019-05-17",59,0,14
"Croydon","12:00:00","2019-05-17",577,17,87
"Hillingdon","12:00:00","2019-05-17",195,0,23
"Kensington and Chelsea","12:00:00","2019-05-17",1352,33,516
"Kingston upon Thames","12:00:00","2019-05-17",68,6,17
"Lambeth","12:00:00","2019-05-17",175,0,46
"Tower Hamlets","12:00:00","2019-05-17",67,0,16
"Barking and Dagenham","13:00:00","2019-05-17",126,3,60
"Barnet","13:00:00","2019-05-17",972,12,206
"Bromley","13:00:00","2019-05-17",77,0,16
"Croydon","13:00:00","2019-05-17",594,16,112
"Hillingdon","13:00:00","2019-05-17",182,0,25
"Kensington and Chelsea","13:00:00","2019-05-17",1512,40,587
"Kingston upon Thames","13:00:00","2019-05-17",59,4,13
"Lambeth","13:00:00","2019-05-17",164,0,55
"Tower Hamlets","13:00:00","2019-05-17",62,0,17
"Barking and Dagenham","14:00:00","2019-05-17",152,2,46
"Barnet","14:00:00","2019-05-17",980,16,170
"Bromley","14:00:00","2019-05-17",63,0,17
"Croydon","14:00:00","2019-05-17",772,18,114
"Hillingdon","14:00:00","2019-05-17",241,0,37
"Kensington and Chelsea","14:00:00","2019-05-17",1548,34,550
"Kingston upon Thames","14:00:00","2019-05-17",64,4,10
"Lambeth","14:00:00","2019-05-17",177,0,51
"Tower Hamlets","14:00:00","2019-05-17",51,0,10
"Barking and Dagenham","15:00:00","2019-05-17",205,1,47
"Barnet","15:00:00","2019-05-17",1129,17,148
"Bromley","15:00:00","2019-05-17",228,0,55
"Croydon","15:00:00","2019-05-17",849,23,108
"Hillingdon","15:00:00","2019-05-17",563,0,74
"Kensington and Chelsea","15:00:00","2019-05-17",1609,56,542
"Kingston upon Thames","15:00:00","2019-05-17",180,5,19
"Lambeth","15:00:00","2019-05-17",254,0,51
"Tower Hamlets","15:00:00","2019-05-17",92,0,20
"Barking and Dagenham","16:00:00","2019-05-17",143,1,31
"Barnet","16:00:00","2019-05-17",1146,12,152
"Bromley","16:00:00","2019-05-17",151,0,46
"Croydon","16:00:00","2019-05-17",841,17,120
"Hillingdon","16:00:00","2019-05-17",654,0,86
"Kensington and Chelsea","16:00:00","2019-05-17",1718,36,483
"Kingston upon Thames","16:00:00","2019-05-17",216,4,24
"Lambeth","16:00:00","2019-05-17",221,0,46
"Tower Hamlets","16:00:00","2019-05-17",84,1,11
"Barking and Dagenham","17:00:00","2019-05-17",130,2,20
"Barnet","17:00:00","2019-05-17",1237,11,168
"Bromley","17:00:00","2019-05-17",192,0,41
"Croydon","17:00:00","2019-05-17",868,14,129
"Hillingdon","17:00:00","2019-05-17",627,0,90
"Kensington and Chelsea","17:00:00","2019-05-17",2128,37,453
"Kingston upon Thames","17:00:00","2019-05-17",113,4,12
"Lambeth","17:00:00","2019-05-17",245,0,31
"Tower Hamlets","17:00:00","2019-05-17",62,1,14
"Barking and Dagenham","18:00:00","2019-05-17",71,0,6
"Barnet","18:00:00","2019-05-17",1136,9,127
"Bromley","18:00:00","2019-05-17",100,0,12
"Croydon","18:00:00","2019-05-17",979,19,120
"Hillingdon","18:00:00","2019-05-17",462,0,48
"Kensington and Chelsea","18:00:00","2019-05-17",2186,40,344
"Kingston upon Thames","18:00:00","2019-05-17",96,4,6
"Lambeth","18:00:00","2019-05-17",298,0,18
"Tower Hamlets","18:00:00","2019-05-17",88,0,9
"Havering","07:00:00","2019-05-20",1074,66,177
"Hillingdon","07:00:00","2019-05-20",234,1,34
"Islington","07:00:00","2019-05-20",36,0,15
"Redbridge","07:00:00","2019-05-20",358,8,61
"Richmond upon Thames","07:00:00","2019-05-20",495,5,88
"Sutton","07:00:00","2019-05-20",107,0,12
"Wandsworth","07:00:00","2019-05-20",640,123,160
"Havering","08:00:00","2019-05-20",1055,61,131
"Hillingdon","08:00:00","2019-05-20",356,1,31
"Islington","08:00:00","2019-05-20",58,2,32
"Redbridge","08:00:00","2019-05-20",580,7,72
"Richmond upon Thames","08:00:00","2019-05-20",569,6,57
"Sutton","08:00:00","2019-05-20",335,0,23
"Wandsworth","08:00:00","2019-05-20",740,111,136
"Havering","09:00:00","2019-05-20",936,59,138
"Hillingdon","09:00:00","2019-05-20",127,0,23
"Islington","09:00:00","2019-05-20",83,4,30
"Redbridge","09:00:00","2019-05-20",423,9,88
"Richmond upon Thames","09:00:00","2019-05-20",448,4,94
"Sutton","09:00:00","2019-05-20",110,0,12
"Wandsworth","09:00:00","2019-05-20",716,126,128
"Havering","10:00:00","2019-05-20",1092,62,125
"Hillingdon","10:00:00","2019-05-20",97,0,15
"Islington","10:00:00","2019-05-20",69,1,58
"Redbridge","10:00:00","2019-05-20",325,9,64
"Richmond upon Thames","10:00:00","2019-05-20",373,4,87
"Sutton","10:00:00","2019-05-20",66,0,8
"Wandsworth","10:00:00","2019-05-20",602,117,178
"Havering","11:00:00","2019-05-20",808,53,115
"Hillingdon","11:00:00","2019-05-20",132,0,19
"Islington","11:00:00","2019-05-20",62,2,45
"Redbridge","11:00:00","2019-05-20",317,8,49
"Richmond upon Thames","11:00:00","2019-05-20",411,5,80
"Sutton","11:00:00","2019-05-20",64,0,14
"Wandsworth","11:00:00","2019-05-20",463,107,94
"Havering","12:00:00","2019-05-20",813,60,111
"Hillingdon","12:00:00","2019-05-20",111,0,24
"Islington","12:00:00","2019-05-20",82,2,47
"Redbridge","12:00:00","2019-05-20",350,8,64
"Richmond upon Thames","12:00:00","2019-05-20",459,3,78
"Sutton","12:00:00","2019-05-20",98,0,18
"Wandsworth","12:00:00","2019-05-20",432,112,90
"Havering","13:00:00","2019-05-20",722,43,96
"Hillingdon","13:00:00","2019-05-20",100,0,25
"Islington","13:00:00","2019-05-20",75,2,56
"Redbridge","13:00:00","2019-05-20",390,8,50
"Richmond upon Thames","13:00:00","2019-05-20",439,8,68
"Sutton","13:00:00","2019-05-20",74,0,10
"Wandsworth","13:00:00","2019-05-20",397,109,122
"Havering","14:00:00","2019-05-20",829,47,89
"Hillingdon","14:00:00","2019-05-20",134,0,24
"Islington","14:00:00","2019-05-20",101,2,48
"Redbridge","14:00:00","2019-05-20",449,8,69
"Richmond upon Thames","14:00:00","2019-05-20",467,3,57
"Sutton","14:00:00","2019-05-20",134,0,12
"Wandsworth","14:00:00","2019-05-20",503,109,103
"Havering","15:00:00","2019-05-20",1012,61,157
"Hillingdon","15:00:00","2019-05-20",187,1,26
"Islington","15:00:00","2019-05-20",89,4,40
"Redbridge","15:00:00","2019-05-20",539,7,51
"Richmond upon Thames","15:00:00","2019-05-20",555,4,83
"Sutton","15:00:00","2019-05-20",204,0,16
"Wandsworth","15:00:00","2019-05-20",532,114,91
"Havering","16:00:00","2019-05-20",944,58,126
"Hillingdon","16:00:00","2019-05-20",194,1,25
"Islington","16:00:00","2019-05-20",86,2,47
"Redbridge","16:00:00","2019-05-20",486,11,50
"Richmond upon Thames","16:00:00","2019-05-20",576,9,94
"Sutton","16:00:00","2019-05-20",118,1,13
"Wandsworth","16:00:00","2019-05-20",476,108,120
"Havering","17:00:00","2019-05-20",975,49,142
"Hillingdon","17:00:00","2019-05-20",209,0,22
"Islington","17:00:00","2019-05-20",88,0,28
"Redbridge","17:00:00","2019-05-20",566,8,80
"Richmond upon Thames","17:00:00","2019-05-20",693,3,59
"Sutton","17:00:00","2019-05-20",132,0,9
"Wandsworth","17:00:00","2019-05-20",460,119,69
"Havering","18:00:00","2019-05-20",943,61,98
"Hillingdon","18:00:00","2019-05-20",223,0,19
"Islington","18:00:00","2019-05-20",120,0,27
"Redbridge","18:00:00","2019-05-20",574,9,58
"Richmond upon Thames","18:00:00","2019-05-20",514,4,48
"Sutton","18:00:00","2019-05-20",121,0,3
"Wandsworth","18:00:00","2019-05-20",492,110,53
"Barking and Dagenham","07:00:00","2019-05-21",606,16,110
"Bexley","07:00:00","2019-05-21",1277,41,332
"Croydon","07:00:00","2019-05-21",75,0,9
"Ealing","07:00:00","2019-05-21",11,0,2
"Greenwich","07:00:00","2019-05-21",604,46,93
"Haringey","07:00:00","2019-05-21",170,9,40
"Hillingdon","07:00:00","2019-05-21",9801,59,1695
"Lambeth","07:00:00","2019-05-21",16,0,6
"Lewisham","07:00:00","2019-05-21",137,0,15
