"local_authority_name","hour","count_date","cars_and_taxis","buses_and_coaches","lgvs"
"Westminster","12:00:00","2020-09-10",933,216,452
"Croydon","13:00:00","2020-09-10",11,0,8
"Ealing","13:00:00","2020-09-10",3516,12,1021
"Richmond upon Thames","13:00:00","2020-09-10",256,18,30
"Westminster","13:00:00","2020-09-10",932,191,417
"Croydon","14:00:00","2020-09-10",3,0,0
"Ealing","14:00:00","2020-09-10",3394,9,1021
"Richmond upon Thames","14:00:00","2020-09-10",229,18,35
"Westminster","14:00:00","2020-09-10",1048,203,406
"Croydon","15:00:00","2020-09-10",12,0,3
"Ealing","15:00:00","2020-09-10",3623,11,1079
"Richmond upon Thames","15:00:00","2020-09-10",277,20,41
"Westminster","15:00:00","2020-09-10",1205,194,414
"Croydon","16:00:00","2020-09-10",2,1,2
"Ealing","16:00:00","2020-09-10",3465,12,908
"Richmond upon Thames","16:00:00","2020-09-10",299,12,24
"Westminster","16:00:00","2020-09-10",1267,210,441
"Croydon","17:00:00","2020-09-10",6,0,0
"Ealing","17:00:00","2020-09-10",4168,12,836
"Richmond upon Thames","17:00:00","2020-09-10",302,8,20
"Westminster","17:00:00","2020-09-10",1239,208,286
"Croydon","18:00:00","2020-09-10",12,0,1
"Ealing","18:00:00","2020-09-10",4404,10,738
"Richmond upon Thames","18:00:00","2020-09-10",258,13,9
"Westminster","18:00:00","2020-09-10",1299,210,201
"Brent","07:00:00","2020-09-11",2152,88,686
"Lambeth","07:00:00","2020-09-11",458,38,166
"Redbridge","07:00:00","2020-09-11",465,15,74
"Waltham Forest","07:00:00","2020-09-11",62,0,12
"Wandsworth","07:00:00","2020-09-11",266,0,118
"Brent","08:00:00","2020-09-11",2590,81,455
"Lambeth","08:00:00","2020-09-11",536,43,103
"Redbridge","08:00:00","2020-09-11",579,15,79
"Waltham Forest","08:00:00","2020-09-11",154,0,4
"Wandsworth","08:00:00","2020-09-11",294,0,63
"Brent","09:00:00","2020-09-11",2233,99,579
"Lambeth","09:00:00","2020-09-11",467,40,115
"Redbridge","09:00:00","2020-09-11",414,13,58
"Waltham Forest","09:00:00","2020-09-11",91,0,10
"Wandsworth","09:00:00","2020-09-11",275,1,84
"Brent","10:00:00","2020-09-11",2166,74,597
"Lambeth","10:00:00","2020-09-11",412,40,114
"Redbridge","10:00:00","2020-09-11",347,12,69
"Waltham Forest","10:00:00","2020-09-11",58,0,6
"Wandsworth","10:00:00","2020-09-11",299,0,96
"Brent","11:00:00","2020-09-11",2173,73,524
"Lambeth","11:00:00","2020-09-11",377,37,106
"Redbridge","11:00:00","2020-09-11",347,10,63
"Waltham Forest","11:00:00","2020-09-11",43,0,15
"Wandsworth","11:00:00","2020-09-11",340,0,95
"Brent","12:00:00","2020-09-11",2538,69,552
"Lambeth","12:00:00","2020-09-11",463,36,113
"Redbridge","12:00:00","2020-09-11",551,14,97
"Waltham Forest","12:00:00","2020-09-11",44,0,10
"Wandsworth","12:00:00","2020-09-11",318,0,77
"Brent","13:00:00","2020-09-11",2484,73,481
"Lambeth","13:00:00","2020-09-11",438,39,109
"Redbridge","13:00:00","2020-09-11",437,12,85
"Waltham Forest","13:00:00","2020-09-11",66,0,7
"Wandsworth","13:00:00","2020-09-11",290,0,100
"Brent","14:00:00","2020-09-11",2693,94,430
"Lambeth","14:00:00","2020-09-11",495,32,105
"Redbridge","14:00:00","2020-09-11",501,12,70
"Waltham Forest","14:00:00","2020-09-11",61,0,10
"Wandsworth","14:00:00","2020-09-11",352,4,81
"Brent","15:00:00","2020-09-11",2510,66,399
"Lambeth","15:00:00","2020-09-11",571,44,72
"Redbridge","15:00:00","2020-09-11",525,13,60
"Waltham Forest","15:00:00","2020-09-11",124,0,4
"Wandsworth","15:00:00","2020-09-11",401,0,106
"Brent","16:00:00","2020-09-11",2476,75,385
"Lambeth","16:00:00","2020-09-11",581,35,90
"Redbridge","16:00:00","2020-09-11",486,11,53
"Waltham Forest","16:00:00","2020-09-11",66,0,7
"Wandsworth","16:00:00","2020-09-11",380,0,75
"Brent","17:00:00","2020-09-11",2468,74,391
"Lambeth","17:00:00","2020-09-11",605,35,75
"Redbridge","17:00:00","2020-09-11",421,6,54
"Waltham Forest","17:00:00","2020-09-11",50,0,3
"Wandsworth","17:00:00","2020-09-11",345,0,40
"Brent","18:00:00","2020-09-11",2347,68,298
"Lambeth","18:00:00","2020-09-11",651,40,49
"Redbridge","18:00:00","2020-09-11",443,13,45
"Waltham Forest","18:00:00","2020-09-11",60,0,0
"Wandsworth","18:00:00","2020-09-11",367,0,32
"Bexley","07:00:00","2020-09-14",576,1,126
"Haringey","07:00:00","2020-09-14",31,0,11
"Harrow","07:00:00","2020-09-14",33,1,2
"Hillingdon","07:00:00","2020-09-14",100,0,15
"Lewisham","07:00:00","2020-09-14",598,47,161
"Bexley","08:00:00","2020-09-14",1095,0,108
"Haringey","08:00:00","2020-09-14",40,0,10
"Harrow","08:00:00","2020-09-14",130,1,6
"Hillingdon","08:00:00","2020-09-14",232,1,17
"Lewisham","08:00:00","2020-09-14",607,36,116
"Bexley","09:00:00","2020-09-14",667,0,107
"Haringey","09:00:00","2020-09-14",32,0,8
"Harrow","09:00:00","2020-09-14",38,1,5
"Hillingdon","09:00:00","2020-09-14",80,0,10
"Lewisham","09:00:00","2020-09-14",752,36,180
"Bexley","10:00:00","2020-09-14",534,0,78
"Haringey","10:00:00","2020-09-14",19,0,9
"Harrow","10:00:00","2020-09-14",31,0,4
"Hillingdon","10:00:00","2020-09-14",69,0,17
"Lewisham","10:00:00","2020-09-14",698,44,172
"Bexley","11:00:00","2020-09-14",542,0,83
"Haringey","11:00:00","2020-09-14",27,0,8
"Harrow","11:00:00","2020-09-14",55,0,8
"Hillingdon","11:00:00","2020-09-14",72,0,16
"Lewisham","11:00:00","2020-09-14",766,40,192
"Bexley","12:00:00","2020-09-14",585,0,99
"Haringey","12:00:00","2020-09-14",28,0,6
"Harrow","12:00:00","2020-09-14",43,0,9
"Hillingdon","12:00:00","2020-09-14",80,0,11
"Lewisham","12:00:00","2020-09-14",748,40,175
"Bexley","13:00:00","2020-09-14",564,0,95
"Haringey","13:00:00","2020-09-14",43,0,2
"Harrow","13:00:00","2020-09-14",49,1,5
"Hillingdon","13:00:00","2020-09-14",77,0,7
"Lewisham","13:00:00","2020-09-14",773,42,173
"Bexley","14:00:00","2020-09-14",750,0,88
"Haringey","14:00:00","2020-09-14",32,0,5
"Harrow","14:00:00","2020-09-14",114,0,6
"Hillingdon","14:00:00","2020-09-14",127,0,15
"Lewisham","14:00:00","2020-09-14",767,37,158
"Bexley","15:00:00","2020-09-14",917,0,117
"Haringey","15:00:00","2020-09-14",40,1,3
"Harrow","15:00:00","2020-09-14",93,1,9
"Hillingdon","15:00:00","2020-09-14",150,0,10
"Lewisham","15:00:00","2020-09-14",773,36,167
"Bexley","16:00:00","2020-09-14",701,0,128
"Haringey","16:00:00","2020-09-14",41,1,6
"Harrow","16:00:00","2020-09-14",75,0,13
"Hillingdon","16:00:00","2020-09-14",93,1,20
"Lewisham","16:00:00","2020-09-14",775,36,141
"Bexley","17:00:00","2020-09-14",811,0,91
"Haringey","17:00:00","2020-09-14",52,0,6
"Harrow","17:00:00","2020-09-14",70,0,8
"Hillingdon","17:00:00","2020-09-14",114,0,13
"Lewisham","17:00:00","2020-09-14",835,41,112
"Bexley","18:00:00","2020-09-14",623,0,62
"Haringey","18:00:00","2020-09-14",43,0,5
"Harrow","18:00:00","2020-09-14",71,0,9
"Hillingdon","18:00:00","2020-09-14",102,0,11
"Lewisham","18:00:00","2020-09-14",850,40,116
"Bromley","07:00:00","2020-09-15",47,2,18
"Haringey","07:00:00","2020-09-15",358,13,66
"Hillingdon","07:00:00","2020-09-15",396,24,87
"Bromley","08:00:00","2020-09-15",44,2,11
"Haringey","08:00:00","2020-09-15",395,13,59
"Hillingdon","08:00:00","2020-09-15",599,23,71
"Bromley","09:00:00","2020-09-15",43,1,15
"Haringey","09:00:00","2020-09-15",303,8,72
"Hillingdon","09:00:00","2020-09-15",391,21,67
"Bromley","10:00:00","2020-09-15",38,2,8
"Haringey","10:00:00","2020-09-15",220,11,70
"Hillingdon","10:00:00","2020-09-15",315,16,61
"Bromley","11:00:00","2020-09-15",46,2,15
"Haringey","11:00:00","2020-09-15",236,10,56
"Hillingdon","11:00:00","2020-09-15",387,16,77
"Bromley","12:00:00","2020-09-15",36,2,7
"Haringey","12:00:00","2020-09-15",212,11,50
"Hillingdon","12:00:00","2020-09-15",370,18,77
"Bromley","13:00:00","2020-09-15",45,2,9
"Haringey","13:00:00","2020-09-15",224,9,55
"Hillingdon","13:00:00","2020-09-15",401,18,64
"Bromley","14:00:00","2020-09-15",52,2,11
"Haringey","14:00:00","2020-09-15",247,11,47
"Hillingdon","14:00:00","2020-09-15",470,22,62
"Bromley","15:00:00","2020-09-15",59,2,20
"Haringey","15:00:00","2020-09-15",322,11,52
"Hillingdon","15:00:00","2020-09-15",572,20,77
"Bromley","16:00:00","2020-09-15",59,2,14
"Haringey","16:00:00","2020-09-15",312,11,63
"Hillingdon","16:00:00","2020-09-15",542,20,107
"Bromley","17:00:00","2020-09-15",62,2,15
"Haringey","17:00:00","2020-09-15",355,12,42
"Hillingdon","17:00:00","2020-09-15",590,18,79
"Bromley","18:00:00","2020-09-15",62,2,10
"Haringey","18:00:00","2020-09-15",305,10,26
"Hillingdon","18:00:00","2020-09-15",504,17,67
"Ealing","07:00:00","2020-09-16",1590,66,430
"Hillingdon","07:00:00","2020-09-16",207,1,16
"Hounslow","07:00:00","2020-09-16",3196,34,1055
"Kensington and Chelsea","07:00:00","2020-09-16",829,13,232
"Kingston upon Thames","07:00:00","2020-09-16",36,0,6
"Lambeth","07:00:00","2020-09-16",95,0,22
"Southwark","07:00:00","2020-09-16",117,0,81
"Ealing","08:00:00","2020-09-16",1560,63,365
"Hillingdon","08:00:00","2020-09-16",518,4,21
"Hounslow","08:00:00","2020-09-16",3251,31,906
"Kensington and Chelsea","08:00:00","2020-09-16",881,11,273
"Kingston upon Thames","08:00:00","2020-09-16",113,1,7
"Lambeth","08:00:00","2020-09-16",147,1,27
"Southwark","08:00:00","2020-09-16",144,0,87
"Ealing","09:00:00","2020-09-16",1438,67,394
"Hillingdon","09:00:00","2020-09-16",129,0,23
"Hounslow","09:00:00","2020-09-16",2994,26,889
"Kensington and Chelsea","09:00:00","2020-09-16",899,19,247
"Kingston upon Thames","09:00:00","2020-09-16",28,0,3
"Lambeth","09:00:00","2020-09-16",113,0,33
"Southwark","09:00:00","2020-09-16",103,0,90
"Ealing","10:00:00","2020-09-16",1708,98,540
"Hillingdon","10:00:00","2020-09-16",107,1,17
"Hounslow","10:00:00","2020-09-16",3169,20,860
"Kensington and Chelsea","10:00:00","2020-09-16",877,16,342
"Kingston upon Thames","10:00:00","2020-09-16",33,0,8
"Lambeth","10:00:00","2020-09-16",80,0,27
"Southwark","10:00:00","2020-09-16",126,0,79
"Ealing","11:00:00","2020-09-16",1932,89,531
"Hillingdon","11:00:00","2020-09-16",97,0,20
"Hounslow","11:00:00","2020-09-16",3225,25,879
"Kensington and Chelsea","11:00:00","2020-09-16",966,11,385
"Kingston upon Thames","11:00:00","2020-09-16",38,0,1
"Lambeth","11:00:00","2020-09-16",94,0,51
"Southwark","11:00:00","2020-09-16",118,0,74
"Ealing","12:00:00","2020-09-16",2088,92,526
"Hillingdon","12:00:00","2020-09-16",122,0,16
"Hounslow","12:00:00","2020-09-16",3194,20,916
"Kensington and Chelsea","12:00:00","2020-09-16",993,16,335
"Kingston upon Thames","12:00:00","2020-09-16",38,0,6
"Lambeth","12:00:00","2020-09-16",88,0,46
"Southwark","12:00:00","2020-09-16",132,0,55
"Ealing","13:00:00","2020-09-16",2167,92,481
"Hillingdon","13:00:00","2020-09-16",137,0,7
"Hounslow","13:00:00","2020-09-16",3284,18,955
"Kensington and Chelsea","13:00:00","2020-09-16",924,16,351
"Kingston upon Thames","13:00:00","2020-09-16",35,0,0
"Lambeth","13:00:00","2020-09-16",108,0,40
"Southwark","13:00:00","2020-09-16",125,0,78
"Ealing","14:00:00","2020-09-16",2496,109,519
"Hillingdon","14:00:00","2020-09-16",193,0,15
"Hounslow","14:00:00","2020-09-16",3556,29,1036
"Kensington and Chelsea","14:00:00","2020-09-16",988,16,371
"Kingston upon Thames","14:00:00","2020-09-16",57,0,4
"Lambeth","14:00:00","2020-09-16",134,2,42
"Southwark","14:00:00","2020-09-16",137,0,83
"Ealing","15:00:00","2020-09-16",2203,93,507
"Hillingdon","15:00:00","2020-09-16",371,0,27
"Hounslow","15:00:00","2020-09-16",3688,26,1126
"Kensington and Chelsea","15:00:00","2020-09-16",1032,17,364
"Kingston upon Thames","15:00:00","2020-09-16",95,1,7
"Lambeth","15:00:00","2020-09-16",125,0,28
"Southwark","15:00:00","2020-09-16",171,1,77
"Ealing","16:00:00","2020-09-16",1706,64,347
"Hillingdon","16:00:00","2020-09-16",219,0,28
"Hounslow","16:00:00","2020-09-16",3839,35,1130
"Kensington and Chelsea","16:00:00","2020-09-16",894,16,331
"Kingston upon Thames","16:00:00","2020-09-16",47,0,9
"Lambeth","16:00:00","2020-09-16",181,0,37
"Southwark","16:00:00","2020-09-16",175,0,80
"Ealing","17:00:00","2020-09-16",1659,63,302
"Hillingdon","17:00:00","2020-09-16",206,0,23
"Hounslow","17:00:00","2020-09-16",4216,34,824
"Kensington and Chelsea","17:00:00","2020-09-16",1022,16,288
"Kingston upon Thames","17:00:00","2020-09-16",65,0,7
"Lambeth","17:00:00","2020-09-16",150,0,34
"Southwark","17:00:00","2020-09-16",205,0,62
"Ealing","18:00:00","2020-09-16",1701,64,246
"Hillingdon","18:00:00","2020-09-16",183,0,14
"Hounslow","18:00:00","2020-09-16",4440,24,590
"Kensington and Chelsea","18:00:00","2020-09-16",1191,18,192
"Kingston upon Thames","18:00:00","2020-09-16",64,0,9
"Lambeth","18:00:00","2020-09-16",156,0,23
"Southwark","18:00:00","2020-09-16",189,0,37
"Croydon","07:00:00","2020-09-17",453,26,150
"Hackney","07:00:00","2020-09-17",447,14,140
"Havering","07:00:00","2020-09-17",531,19,152
"Sutton","07:00:00","2020-09-17",398,8,81
"Croydon","08:00:00","2020-09-17",648,24,129
"Hackney","08:00:00","2020-09-17",779,14,158
"Havering","08:00:00","2020-09-17",847,20,131
"Sutton","08:00:00","2020-09-17",440,8,55
"Croydon","09:00:00","2020-09-17",384,32,110
"Hackney","09:00:00","2020-09-17",579,15,200
"Havering","09:00:00","2020-09-17",521,26,119
"Sutton","09:00:00","2020-09-17",269,10,52
"Croydon","10:00:00","2020-09-17",276,24,79
"Hackney","10:00:00","2020-09-17",458,15,186
"Havering","10:00:00","2020-09-17",454,20,87
"Sutton","10:00:00","2020-09-17",220,9,35
"Croydon","11:00:00","2020-09-17",321,31,102
"Hackney","11:00:00","2020-09-17",469,15,179
"Havering","11:00:00","2020-09-17",479,18,103
"Sutton","11:00:00","2020-09-17",223,8,42
"Croydon","12:00:00","2020-09-17",323,24,102
"Hackney","12:00:00","2020-09-17",526,12,186
"Havering","12:00:00","2020-09-17",525,20,84
"Sutton","12:00:00","2020-09-17",190,8,40
"Croydon","13:00:00","2020-09-17",385,28,100
"Hackney","13:00:00","2020-09-17",531,13,175
"Havering","13:00:00","2020-09-17",552,18,85
"Sutton","13:00:00","2020-09-17",229,8,42
"Croydon","14:00:00","2020-09-17",509,31,106
"Hackney","14:00:00","2020-09-17",605,15,165
"Havering","14:00:00","2020-09-17",709,23,115
"Sutton","14:00:00","2020-09-17",307,9,55
"Croydon","15:00:00","2020-09-17",562,24,131
"Hackney","15:00:00","2020-09-17",671,13,138
"Havering","15:00:00","2020-09-17",781,19,115
"Sutton","15:00:00","2020-09-17",387,7,67
"Croydon","16:00:00","2020-09-17",541,22,160
"Hackney","16:00:00","2020-09-17",679,15,137
"Havering","16:00:00","2020-09-17",709,18,159
"Sutton","16:00:00","2020-09-17",365,9,82
"Croydon","17:00:00","2020-09-17",566,26,120
"Hackney","17:00:00","2020-09-17",725,12,120
"Havering","17:00:00","2020-09-17",773,21,107
"Sutton","17:00:00","2020-09-17",401,9,57
"Croydon","18:00:00","2020-09-17",475,22,78
"Hackney","18:00:00","2020-09-17",687,13,74
"Havering","18:00:00","2020-09-17",649,19,83
"Sutton","18:00:00","2020-09-17",336,6,38
"Hounslow","07:00:00","2020-09-18",120,11,19
"Sutton","07:00:00","2020-09-18",8,0,2
"Hounslow","08:00:00","2020-09-18",141,13,9
"Sutton","08:00:00","2020-09-18",4,0,0
"Hounslow","09:00:00","2020-09-18",150,12,17
"Sutton","09:00:00","2020-09-18",4,0,0
"Hounslow","10:00:00","2020-09-18",117,9,15
"Sutton","10:00:00","2020-09-18",1,0,2
"Hounslow","11:00:00","2020-09-18",146,9,18
"Sutton","11:00:00","2020-09-18",4,0,1
"Hounslow","12:00:00","2020-09-18",182,5,32
"Sutton","12:00:00","2020-09-18",4,0,0
"Hounslow","13:00:00","2020-09-18",193,9,9
"Sutton","13:00:00","2020-09-18",5,0,0
"Hounslow","14:00:00","2020-09-18",173,9,16
"Sutton","14:00:00","2020-09-18",5,0,0
"Hounslow","15:00:00","2020-09-18",198,11,30
"Sutton","15:00:00","2020-09-18",3,0,0
"Hounslow","16:00:00","2020-09-18",191,12,11
"Sutton","16:00:00","2020-09-18",9,0,1
"Hounslow","17:00:00","2020-09-18",186,10,19
"Sutton","17:00:00","2020-09-18",9,0,1
"Hounslow","18:00:00","2020-09-18",177,9,16
"Sutton","18:00:00","2020-09-18",5,0,0
"Ealing","07:00:00","2020-09-21",615,24,170
"Lewisham","07:00:00","2020-09-21",418,4,89
"Ealing","08:00:00","2020-09-21",748,25,159
"Lewisham","08:00:00","2020-09-21",449,10,105
"Ealing","09:00:00","2020-09-21",585,26,166
"Lewisham","09:00:00","2020-09-21",394,6,97
"Ealing","10:00:00","2020-09-21",478,25,164
"Lewisham","10:00:00","2020-09-21",378,2,88
"Ealing","11:00:00","2020-09-21",522,27,172
"Lewisham","11:00:00","2020-09-21",331,1,84
"Ealing","12:00:00","2020-09-21",569,27,155
"Lewisham","12:00:00","2020-09-21",367,0,87
"Ealing","13:00:00","2020-09-21",607,27,134
"Lewisham","13:00:00","2020-09-21",384,2,82
"Ealing","14:00:00","2020-09-21",671,26,145
"Lewisham","14:00:00","2020-09-21",477,14,106
"Ealing","15:00:00","2020-09-21",703,27,126
"Lewisham","15:00:00","2020-09-21",477,10,89
"Ealing","16:00:00","2020-09-21",734,21,141
"Lewisham","16:00:00","2020-09-21",458,3,103
"Ealing","17:00:00","2020-09-21",756,25,127
"Lewisham","17:00:00","2020-09-21",534,1,94
"Ealing","18:00:00","2020-09-21",718,28,98
"Lewisham","18:00:00","2020-09-21",504,2,67
"Greenwich","07:00:00","2020-09-22",1168,7,478
"Hackney","07:00:00","2020-09-22",34,0,6
"Kingston upon Thames","07:00:00","2020-09-22",703,6,211
"Southwark","07:00:00","2020-09-22",15,0,2
"Greenwich","08:00:00","2020-09-22",1178,2,317
"Hackney","08:00:00","2020-09-22",65,0,11
"Kingston upon Thames","08:00:00","2020-09-22",747,7,152
"Southwark","08:00:00","2020-09-22",21,0,3
"Greenwich","09:00:00","2020-09-22",1069,2,317
"Hackney","09:00:00","2020-09-22",50,0,14
"Kingston upon Thames","09:00:00","2020-09-22",597,1,138
"Southwark","09:00:00","2020-09-22",25,1,3
"Greenwich","10:00:00","2020-09-22",1220,3,337
"Hackney","10:00:00","2020-09-22",40,0,28
"Kingston upon Thames","10:00:00","2020-09-22",597,0,105
"Southwark","10:00:00","2020-09-22",14,0,2
"Greenwich","11:00:00","2020-09-22",1151,0,352
"Hackney","11:00:00","2020-09-22",28,0,20
"Kingston upon Thames","11:00:00","2020-09-22",542,0,117
"Southwark","11:00:00","2020-09-22",17,2,2
"Greenwich","12:00:00","2020-09-22",1123,1,312
"Hackney","12:00:00","2020-09-22",46,0,11
"Kingston upon Thames","12:00:00","2020-09-22",614,1,104
"Southwark","12:00:00","2020-09-22",16,0,2
"Greenwich","13:00:00","2020-09-22",1240,0,342
"Hackney","13:00:00","2020-09-22",59,0,32
"Kingston upon Thames","13:00:00","2020-09-22",593,3,116
"Southwark","13:00:00","2020-09-22",17,0,3
"Greenwich","14:00:00","2020-09-22",1182,4,343
"Hackney","14:00:00","2020-09-22",68,0,21
"Kingston upon Thames","14:00:00","2020-09-22",608,6,114
"Southwark","14:00:00","2020-09-22",33,0,4
"Greenwich","15:00:00","2020-09-22",1285,4,392
"Hackney","15:00:00","2020-09-22",74,0,11
"Kingston upon Thames","15:00:00","2020-09-22",693,3,166
"Southwark","15:00:00","2020-09-22",23,0,4
"Greenwich","16:00:00","2020-09-22",1367,6,392
"Hackney","16:00:00","2020-09-22",81,0,5
"Kingston upon Thames","16:00:00","2020-09-22",856,7,145
"Southwark","16:00:00","2020-09-22",23,0,1
"Greenwich","17:00:00","2020-09-22",1437,2,304
"Hackney","17:00:00","2020-09-22",69,0,15
"Kingston upon Thames","17:00:00","2020-09-22",891,3,123
"Southwark","17:00:00","2020-09-22",23,0,2
"Greenwich","18:00:00","2020-09-22",1386,4,207
"Hackney","18:00:00","2020-09-22",73,0,4
"Kingston upon Thames","18:00:00","2020-09-22",683,4,90
"Southwark","18:00:00","2020-09-22",21,0,5
"Barking and Dagenham","07:00:00","2020-09-23",50,0,5
"Bexley","07:00:00","2020-09-23",342,29,78
"Hounslow","07:00:00","2020-09-23",777,9,222
"Barking and Dagenham","08:00:00","2020-09-23",73,0,10
"Bexley","08:00:00","2020-09-23",754,22,83
"Hounslow","08:00:00","2020-09-23",801,9,223
"Barking and Dagenham","09:00:00","2020-09-23",43,0,9
"Bexley","09:00:00","2020-09-23",372,23,78
"Hounslow","09:00:00","2020-09-23",492,12,182
"Barking and Dagenham","10:00:00","2020-09-23",36,0,6
"Bexley","10:00:00","2020-09-23",284,19,75
"Hounslow","10:00:00","2020-09-23",352,6,162
"Barking and Dagenham","11:00:00","2020-09-23",40,0,4
"Bexley","11:00:00","2020-09-23",316,19,77
"Hounslow","11:00:00","2020-09-23",375,7,162
"Barking and Dagenham","12:00:00","2020-09-23",38,0,9
"Bexley","12:00:00","2020-09-23",354,19,68
"Hounslow","12:00:00","2020-09-23",508,9,178
"Barking and Dagenham","13:00:00","2020-09-23",49,0,1
"Bexley","13:00:00","2020-09-23",374,24,77
"Hounslow","13:00:00","2020-09-23",547,7,184
"Barking and Dagenham","14:00:00","2020-09-23",45,0,5
"Bexley","14:00:00","2020-09-23",497,22,97
"Hounslow","14:00:00","2020-09-23",581,9,183
"Barking and Dagenham","15:00:00","2020-09-23",52,0,5
"Bexley","15:00:00","2020-09-23",624,28,82
"Hounslow","15:00:00","2020-09-23",670,7,192
"Barking and Dagenham","16:00:00","2020-09-23",44,0,4
"Bexley","16:00:00","2020-09-23",487,23,98
"Hounslow","16:00:00","2020-09-23",692,11,214
